1,AUS
2,AUT
3,BEL
4,BRA
5,CAN
6,CHE
7,CHL
8,CHN
9,COL
10,CRI
11,CZE
12,DEU 
13,DNK
14,ESP
15,EST
16,FIN
17,FRA
18,GBR
19,GRC
20,HUN
21,IDN
22,IND
23,IRL
24,ISL
25,ISR
26,ITA
27,JPN
28,KOR
29,LTU
30,LUX
31,LVA
32,MEX
33,NLD
34,NOR
35,NZL
36,POL
37,PRT
38,RUS
39,SVK
40,SVN
41,SWE
42,TUR
43,USA
44,ZAF
45,ARG
46,EU28
47,EA19
48,EU28
49,OECD
50,OECDE
51,PER
52,MLT
53,ROU
54,SAU
55,HRV
56,G20
57,OAVG
58,BGR
59,CYP
60,DEW
